汉字,拼音,英文释义,等级,词频,category
压榨,yāzhà,压榨,6,2,hsk6
压制,yāzhì,压制,6,2,hsk6
淹没,yānmò,淹没,6,2,hsk6
依旧,yījiù,依旧,6,2,hsk6
依据,yījù,依据,6,2,hsk6
依靠,yīkào,依靠,6,2,hsk6
依赖,yīlài,依赖,6,2,hsk6
拥护,yōnghù,拥护,6,2,hsk6
优异,yōuyì,优异,6,2,hsk6
优越,yōuyuè,优越,6,2,hsk6
忧郁,yōuyù,忧郁,6,2,hsk6
约束,yuēshù,约束,6,2,hsk6
灾难,zāinàn,灾难,6,2,hsk6
遭受,zāoshòu,遭受,6,2,hsk6
遭遇,zāoyù,遭遇,6,2,hsk6
糟蹋,zāotà,糟蹋,6,2,hsk6
摘要,zhāiyào,摘要,6,2,hsk6
侦探,zhēntàn,侦探,6,2,hsk6
真相,zhēnxiàng,真相,6,2,hsk6
真挚,zhēnzhì,真挚,6,2,hsk6
珍贵,zhēnguì,珍贵,6,2,hsk6
正月,zhēngyuè,正月,6,2,hsk6
争气,zhēngqì,争气,6,2,hsk6
争议,zhēngyì,争议,6,2,hsk6
之际,zhījì,之际,6,2,hsk6
支配,zhīpèi,支配,6,2,hsk6
支柱,zhīzhù,支柱,6,2,hsk6
中断,zhōngduàn,中断,6,2,hsk6
中立,zhōnglì,中立,6,2,hsk6
周密,zhōumì,周密,6,2,hsk6
诸位,zhūwèi,诸位,6,2,hsk6
专利,zhuānlì,专利,6,2,hsk6
庄重,zhuāngzhòng,庄重,6,2,hsk6
装备,zhuāngbèi,装备,6,2,hsk6
装卸,zhuāngxiè,装卸,6,2,hsk6
追悼,zhuīdào,追悼,6,2,hsk6
姿态,zītài,姿态,6,2,hsk6
资助,zīzhù,资助,6,2,hsk6
滋润,zīrùn,滋润,6,2,hsk6
滋味,zīwèi,滋味,6,2,hsk6
宗教,zōngjiào,宗教,6,2,hsk6
棕色,zōngsè,棕色,6,2,hsk6
踪迹,zōngjì,踪迹,6,2,hsk6
租赁,zūlìn,租赁,6,2,hsk6
巴结,bājié,巴结,6,2,hsk6
包袱,bāofú,包袱,6,2,hsk6
出息,chūxī,出息,6,2,hsk6
灯笼,dēnglóng,灯笼,6,2,hsk6
哆嗦,duōsuo,哆嗦,6,2,hsk6
分寸,fēncùn,分寸,6,2,hsk6
疙瘩,gēda,疙瘩,6,2,hsk6
鸽子,gēzi,鸽子,6,2,hsk6
公道,gōngdào,公道,6,2,hsk6
钩子,gōuzi,钩子,6,2,hsk6
荒唐,huāngtáng,荒唐,6,2,hsk6
机灵,jīlíng,机灵,6,2,hsk6
家伙,jiāhuo,家伙,6,2,hsk6
将就,jiāngjiù,将就,6,2,hsk6
宽敞,kuānchǎng,宽敞,6,2,hsk6
啰唆,luōsuō,啰唆,6,2,hsk6
欺负,qīfù,欺负,6,2,hsk6
书记,shūjì,书记,6,2,hsk6
疏忽,shūhū,疏忽,6,2,hsk6
斯文,sīwén,斯文,6,2,hsk6
踏实,tàshí,踏实,6,2,hsk6
挑剔,tiāotī,挑剔,6,2,hsk6
衣裳,yīshang,衣裳,6,2,hsk6
冤枉,yuānwǎng,冤枉,6,2,hsk6
扎实,zhāshí,扎实,6,2,hsk6
折腾,zhēteng,折腾,6,2,hsk6
庄稼,zhuāngjià,庄稼,6,2,hsk6
沉思,chénsī,沉思,6,2,hsk6
成交,chéngjiāo,成交,6,2,hsk6
成天,chéngtiān,成天,6,2,hsk6
成心,chéngxīn,成心,6,2,hsk6
承包,chéngbāo,承包,6,2,hsk6
澄清,chéngqīng,澄清,6,2,hsk6
崇高,chónggāo,崇高,6,2,hsk6
传单,chuándān,传单,6,2,hsk6
床单,chuángdān,床单,6,2,hsk6
寒暄,hánxuān,寒暄,6,2,hsk6
航空,hángkōng,航空,6,2,hsk6
航天,hángtiān,航天,6,2,hsk6
宏观,hóngguān,宏观,6,2,hsk6
胡须,húxū,胡须,6,2,hsk6
湖泊,húpō,湖泊,6,2,hsk6
黄昏,huánghūn,黄昏,6,2,hsk6
回收,huíshōu,回收,6,2,hsk6
浑身,húnshēn,浑身,6,2,hsk6
活该,huógāi,活该,6,2,hsk6
极端,jíduān,极端,6,2,hsk6
即将,jíjiāng,即将,6,2,hsk6
杰出,jiéchū,杰出,6,2,hsk6
结晶,jiéjīng,结晶,6,2,hsk6
牢骚,láosāo,牢骚,6,2,hsk6
联欢,liánhuān,联欢,6,2,hsk6
良心,liángxīn,良心,6,2,hsk6
零星,língxīng,零星,6,2,hsk6
流通,liútōng,流通,6,2,hsk6
轮胎,lúntāi,轮胎,6,2,hsk6
民间,mínjiān,民间,6,2,hsk6
摩擦,mócā,摩擦,6,2,hsk6
难堪,nánkān,难堪,6,2,hsk6
平庸,píngyōng,平庸,6,2,hsk6
评估,pínggū,评估,6,2,hsk6
权威,quánwēi,权威,6,2,hsk6
人家,rénjiā,人家,6,2,hsk6
人间,rénjiān,人间,6,2,hsk6
人工,réngōng,人工,6,2,hsk6
儒家,rújiā,儒家,6,2,hsk6
神经,shénjīng,神经,6,2,hsk6
神仙,shénxiān,神仙,6,2,hsk6
时光,shíguāng,时光,6,2,hsk6
时机,shíjī,时机,6,2,hsk6
实施,shíshī,实施,6,2,hsk6
台风,táifēng,台风,6,2,hsk6
条约,tiáoyuē,条约,6,2,hsk6
同胞,tóngbāo,同胞,6,2,hsk6
投机,tóujī,投机,6,2,hsk6
为期,wéiqī,为期,6,2,hsk6
无非,wúfēi,无非,6,2,hsk6
无辜,wúgū,无辜,6,2,hsk6
无知,wúzhī,无知,6,2,hsk6
袭击,xíjī,袭击,6,2,hsk6
衔接,xiánjiē,衔接,6,2,hsk6
协商,xiéshāng,协商,6,2,hsk6
悬殊,xuánshū,悬殊,6,2,hsk6
学说,xuéshuō,学说,6,2,hsk6
延期,yánqī,延期,6,2,hsk6
延伸,yánshēn,延伸,6,2,hsk6
遗失,yíshī,遗失,6,2,hsk6
油漆,yóuqī,油漆,6,2,hsk6
原先,yuánxiān,原先,6,2,hsk6
杂交,zájiāo,杂交,6,2,hsk6
直播,zhíbō,直播,6,2,hsk6
值班,zhíbān,值班,6,2,hsk6
裁员,cáiyuán,裁员,6,2,hsk6
残留,cánliú,残留,6,2,hsk6
嘈杂,cáozá,嘈杂,6,2,hsk6
柴油,cháiyóu,柴油,6,2,hsk6
偿还,chánghuán,偿还,6,2,hsk6
巢穴,cháoxué,巢穴,6,2,hsk6
潮流,cháoliú,潮流,6,2,hsk6
沉着,chénzhuó,沉着,6,2,hsk6
成员,chéngyuán,成员,6,2,hsk6
惩罚,chéngfá,惩罚,6,2,hsk6
迟疑,chíyí,迟疑,6,2,hsk6
重叠,chóngdié,重叠,6,2,hsk6
传达,chuándá,传达,6,2,hsk6
船舶,chuánbó,船舶,6,2,hsk6
垂直,chuízhí,垂直,6,2,hsk6
纯洁,chúnjié,纯洁,6,2,hsk6
慈祥,cíxiáng,慈祥,6,2,hsk6
雌雄,cíxióng,雌雄,6,2,hsk6
从容,cóngróng,从容,6,2,hsk6
达成,dáchéng,达成,6,2,hsk6
独裁,dúcái,独裁,6,2,hsk6
繁华,fánhuá,繁华,6,2,hsk6
繁忙,fánmáng,繁忙,6,2,hsk6
繁殖,fánzhí,繁殖,6,2,hsk6
服从,fúcóng,服从,6,2,hsk6
格局,géjú,格局,6,2,hsk6
隔阂,géhé,隔阂,6,2,hsk6
隔离,gélí,隔离,6,2,hsk6
国防,guófáng,国防,6,2,hsk6
航行,hángxíng,航行,6,2,hsk6
毫无,háowú,毫无,6,2,hsk6
合成,héchéng,合成,6,2,hsk6
和谐,héxié,和谐,6,2,hsk6
喉咙,hóulóng,喉咙,6,2,hsk6
华侨,huáqiáo,华侨,6,2,hsk6
还原,huányuán,还原,6,2,hsk6
环节,huánjié,环节,6,2,hsk6
吉祥,jíxiáng,吉祥,6,2,hsk6
级别,jíbié,级别,6,2,hsk6
集团,jítuán,集团,6,2,hsk6
结局,jiéjú,结局,6,2,hsk6
来源,láiyuán,来源,6,2,hsk6
雷达,léidá,雷达,6,2,hsk6
黎明,límíng,黎明,6,2,hsk6
连年,liánnián,连年,6,2,hsk6
连同,liántóng,连同,6,2,hsk6
联盟,liánméng,联盟,6,2,hsk6
廉洁,liánjié,廉洁,6,2,hsk6
临床,línchuáng,临床,6,2,hsk6
灵魂,línghún,灵魂,6,2,hsk6
凌晨,língchén,凌晨,6,2,hsk6
留神,liúshén,留神,6,2,hsk6
流氓,liúmáng,流氓,6,2,hsk6
轮船,lúnchuán,轮船,6,2,hsk6
茫茫,mángmáng,茫茫,6,2,hsk6
茫然,mángrán,茫然,6,2,hsk6
萌芽,méngyá,萌芽,6,2,hsk6
迷人,mírén,迷人,6,2,hsk6
名额,míngé,名额,6,2,hsk6
明明,míngmíng,明明,6,2,hsk6
模型,móxíng,模型,6,2,hsk6
磨合,móhé,磨合,6,2,hsk6
谋求,móuqiú,谋求,6,2,hsk6
难得,nándé,难得,6,2,hsk6
排除,páichú,排除,6,2,hsk6
徘徊,páihuái,徘徊,6,2,hsk6
盘旋,pánxuán,盘旋,6,2,hsk6
皮革,pígé,皮革,6,2,hsk6
贫乏,pínfá,贫乏,6,2,hsk6
频繁,pínfán,频繁,6,2,hsk6
平凡,píngfán,平凡,6,2,hsk6
平行,píngxíng,平行,6,2,hsk6
平原,píngyuán,平原,6,2,hsk6
齐全,qíquán,齐全,6,2,hsk6
旗袍,qípáo,旗袍,6,2,hsk6
前提,qiántí,前提,6,2,hsk6
桥梁,qiáoliáng,桥梁,6,2,hsk6
勤劳,qínláo,勤劳,6,2,hsk6
情节,qíngjié,情节,6,2,hsk6
权衡,quánhéng,权衡,6,2,hsk6
全局,quánjú,全局,6,2,hsk6
人为,rénwéi,人为,6,2,hsk6
仁慈,réncí,仁慈,6,2,hsk6
人格,réngé,人格,6,2,hsk6
柔和,róuhé,柔和,6,2,hsk6
神奇,shénqí,神奇,6,2,hsk6
十足,shízú,十足,6,2,hsk6
石油,shíyóu,石油,6,2,hsk6
时常,shícháng,时常,6,2,hsk6
时而,shíér,时而,6,2,hsk6
识别,shíbié,识别,6,2,hsk6
实行,shíxíng,实行,6,2,hsk6
随即,suíjí,随即,6,2,hsk6
陶瓷,táocí,陶瓷,6,2,hsk6
提拔,tíbá,提拔,6,2,hsk6
题材,tícái,题材,6,2,hsk6
调和,tiáohé,调和,6,2,hsk6
调节,tiáojié,调节,6,2,hsk6
停泊,tíngbó,停泊,6,2,hsk6
投降,tóuxiáng,投降,6,2,hsk6
团结,tuánjié,团结,6,2,hsk6
团圆,tuányuán,团圆,6,2,hsk6
顽强,wánqiáng,顽强,6,2,hsk6
为难,wéinán,为难,6,2,hsk6
唯独,wéidú,唯独,6,2,hsk6
维持,wéichí,维持,6,2,hsk6
文凭,wénpíng,文凭,6,2,hsk6
无偿,wúcháng,无偿,6,2,hsk6
习俗,xísú,习俗,6,2,hsk6
嫌疑,xiányí,嫌疑,6,2,hsk6
协调,xiétiáo,协调,6,2,hsk6
巡逻,xúnluó,巡逻,6,2,hsk6
循环,xúnhuán,循环,6,2,hsk6
严寒,yánhán,严寒,6,2,hsk6
岩石,yánshí,岩石,6,2,hsk6
谣言,yáoyán,谣言,6,2,hsk6
遗传,yíchuán,遗传,6,2,hsk6
遗留,yíliú,遗留,6,2,hsk6
犹如,yóurú,犹如,6,2,hsk6
渔民,yúmín,渔民,6,2,hsk6
园林,yuánlín,园林,6,2,hsk6
源泉,yuánquán,源泉,6,2,hsk6
着迷,zháomí,着迷,6,2,hsk6
执行,zhíxíng,执行,6,2,hsk6
执着,zhízhuó,执着,6,2,hsk6
逐年,zhúnián,逐年,6,2,hsk6
伯母,bómǔ,伯母,6,2,hsk6
残忍,cánrěn,残忍,6,2,hsk6
成本,chéngběn,成本,6,2,hsk6
城堡,chéngbǎo,城堡,6,2,hsk6
迟缓,chíhuǎn,迟缓,6,2,hsk6
持久,chíjiǔ,持久,6,2,hsk6
毒品,dúpǐn,毒品,6,2,hsk6
而已,éryǐ,而已,6,2,hsk6
防守,fángshǒu,防守,6,2,hsk6
防止,fángzhǐ,防止,6,2,hsk6
俘虏,fúlǔ,俘虏,6,2,hsk6
毫米,háomǐ,毫米,6,2,hsk6
合伙,héhuǒ,合伙,6,2,hsk6
和蔼,héǎi,和蔼,6,2,hsk6
和解,héjiě,和解,6,2,hsk6
宏伟,hóngwěi,宏伟,6,2,hsk6
洪水,hóngshuǐ,洪水,6,2,hsk6
及早,jízǎo,及早,6,2,hsk6
截止,jiézhǐ,截止,6,2,hsk6
觉醒,juéxǐng,觉醒,6,2,hsk6
连锁,liánsuǒ,连锁,6,2,hsk6
联想,liánxiǎng,联想,6,2,hsk6
灵感,línggǎn,灵感,6,2,hsk6
灵敏,língmǐn,灵敏,6,2,hsk6
聋哑,lóngyǎ,聋哑,6,2,hsk6
弥补,míbǔ,弥补,6,2,hsk6
谜语,míyǔ,谜语,6,2,hsk6
瞄准,miáozhǔn,瞄准,6,2,hsk6
民主,mínzhǔ,民主,6,2,hsk6
魔鬼,móguǐ,魔鬼,6,2,hsk6
拿手,náshǒu,拿手,6,2,hsk6
平坦,píngtǎn,平坦,6,2,hsk6
前景,qiánjǐng,前景,6,2,hsk6
潜水,qiánshuǐ,潜水,6,2,hsk6
勤俭,qínjiǎn,勤俭,6,2,hsk6
情理,qínglǐ,情理,6,2,hsk6
晴朗,qínglǎng,晴朗,6,2,hsk6
容忍,róngrěn,容忍,6,2,hsk6
溶解,róngjiě,溶解,6,2,hsk6
田野,tiányě,田野,6,2,hsk6
条款,tiáokuǎn,条款,6,2,hsk6
条理,tiáolǐ,条理,6,2,hsk6
调解,tiáojiě,调解,6,2,hsk6
涂抹,túmǒ,涂抹,6,2,hsk6
团体,tuántǐ,团体,6,2,hsk6
文雅,wényǎ,文雅,6,2,hsk6
无比,wúbǐ,无比,6,2,hsk6
无耻,wúchǐ,无耻,6,2,hsk6
峡谷,xiágǔ,峡谷,6,2,hsk6
狭窄,xiázhǎi,狭窄,6,2,hsk6
雄伟,xióngwěi,雄伟,6,2,hsk6
旋转,xuánzhuǎn,旋转,6,2,hsk6
沿海,yánhǎi,沿海,6,2,hsk6
摇摆,yáobǎi,摇摆,6,2,hsk6
摇滚,yáogǔn,摇滚,6,2,hsk6
遥远,yáoyuǎn,遥远,6,2,hsk6
遗产,yíchǎn,遗产,6,2,hsk6
愚蠢,yúchǔn,愚蠢,6,2,hsk6
元首,yuánshǒu,元首,6,2,hsk6
原理,yuánlǐ,原理,6,2,hsk6
原始,yuánshǐ,原始,6,2,hsk6
圆满,yuánmǎn,圆满,6,2,hsk6
着手,zhuóshǒu,着手,6,2,hsk6
着想,zhuóxiǎng,着想,6,2,hsk6
足以,zúyǐ,足以,6,2,hsk6
癌症,áizhèng,癌症,6,2,hsk6
昂贵,ángguì,昂贵,6,2,hsk6
鼻涕,bítì,鼻涕,6,2,hsk6
别墅,biéshù,别墅,6,2,hsk6
别致,biézhì,别致,6,2,hsk6
搏斗,bódòu,搏斗,6,2,hsk6
薄弱,bóruò,薄弱,6,2,hsk6
不顾,bùgù,不顾,6,2,hsk6
不愧,bùkuì,不愧,6,2,hsk6
不料,bùliào,不料,6,2,hsk6
才干,cáigàn,才干,6,2,hsk6
财富,cáifù,财富,6,2,hsk6
财务,cáiwù,财务,6,2,hsk6
财政,cáizhèng,财政,6,2,hsk6
裁判,cáipàn,裁判,6,2,hsk6
残酷,cánkù,残酷,6,2,hsk6
层次,céngcì,层次,6,2,hsk6
查获,cháhuò,查获,6,2,hsk6
缠绕,chánrào,缠绕,6,2,hsk6
尝试,chángshì,尝试,6,2,hsk6
朝代,cháodài,朝代,6,2,hsk6
嘲笑,cháoxiào,嘲笑,6,2,hsk6
沉淀,chéndiàn,沉淀,6,2,hsk6
沉闷,chénmèn,沉闷,6,2,hsk6
沉重,chénzhòng,沉重,6,2,hsk6
陈旧,chénjiù,陈旧,6,2,hsk6
陈列,chénliè,陈列,6,2,hsk6
陈述,chénshù,陈述,6,2,hsk6
成效,chéngxiào,成效,6,2,hsk6
呈现,chéngxiàn,呈现,6,2,hsk6
诚挚,chéngzhì,诚挚,6,2,hsk6
承办,chéngbàn,承办,6,2,hsk6
承诺,chéngnuò,承诺,6,2,hsk6
迟钝,chídùn,迟钝,6,2,hsk6
崇拜,chóngbài,崇拜,6,2,hsk6
崇敬,chóngjìng,崇敬,6,2,hsk6
稠密,chóumì,稠密,6,2,hsk6
筹备,chóubèi,筹备,6,2,hsk6
传授,chuánshòu,传授,6,2,hsk6
纯粹,chúncuì,纯粹,6,2,hsk6
慈善,císhàn,慈善,6,2,hsk6
磁带,cídài,磁带,6,2,hsk6
答辩,dábiàn,答辩,6,2,hsk6
答复,dáfù,答复,6,2,hsk6
得力,délì,得力,6,2,hsk6
得罪,dézuì,得罪,6,2,hsk6
敌视,díshì,敌视,6,2,hsk6
额外,éwài,额外,6,2,hsk6
凡是,fánshì,凡是,6,2,hsk6
防御,fángyù,防御,6,2,hsk6
防治,fángzhì,防治,6,2,hsk6
肥沃,féiwò,肥沃,6,2,hsk6
坟墓,fénmù,坟墓,6,2,hsk6
服气,fúqì,服气,6,2,hsk6
符号,fúhào,符号,6,2,hsk6
幅度,fúdù,幅度,6,2,hsk6
辐射,fúshè,辐射,6,2,hsk6
福利,fúlì,福利,6,2,hsk6
福气,fúqì,福气,6,2,hsk6
革命,gémìng,革命,6,2,hsk6
格式,géshì,格式,6,2,hsk6
含义,hányì,含义,6,2,hsk6
行列,hángliè,行列,6,2,hsk6
豪迈,háomài,豪迈,6,2,hsk6
合并,hébìng,合并,6,2,hsk6
合算,hésuàn,合算,6,2,hsk6
和睦,hémù,和睦,6,2,hsk6
痕迹,hénjì,痕迹,6,2,hsk6
胡乱,húluàn,胡乱,6,2,hsk6
华丽,huálì,华丽,6,2,hsk6
皇帝,huángdì,皇帝,6,2,hsk6
皇后,huánghòu,皇后,6,2,hsk6
回报,huíbào,回报,6,2,hsk6
回避,huíbì,回避,6,2,hsk6
回顾,huígù,回顾,6,2,hsk6
活力,huólì,活力,6,2,hsk6
极限,jíxiàn,极限,6,2,hsk6
即便,jíbiàn,即便,6,2,hsk6
急剧,jíjù,急剧,6,2,hsk6
急切,jíqiè,急切,6,2,hsk6
急躁,jízào,急躁,6,2,hsk6
疾病,jíbìng,疾病,6,2,hsk6
嫉妒,jídù,嫉妒,6,2,hsk6
籍贯,jíguàn,籍贯,6,2,hsk6
节制,jiézhì,节制,6,2,hsk6
节奏,jiézòu,节奏,6,2,hsk6
结算,jiésuàn,结算,6,2,hsk6
截至,jiézhì,截至,6,2,hsk6
局部,júbù,局部,6,2,hsk6
局面,júmiàn,局面,6,2,hsk6
局势,júshì,局势,6,2,hsk6
局限,júxiàn,局限,6,2,hsk6
决策,juécè,决策,6,2,hsk6
觉悟,juéwù,觉悟,6,2,hsk6
绝望,juéwàng,绝望,6,2,hsk6
倔强,juéjiàng,倔强,6,2,hsk6
来历,láilì,来历,6,2,hsk6
栏目,lánmù,栏目,6,2,hsk6
狼狈,lángbèi,狼狈,6,2,hsk6
牢固,láogù,牢固,6,2,hsk6
联络,liánluò,联络,6,2,hsk6
辽阔,liáokuò,辽阔,6,2,hsk6
伶俐,línglì,伶俐,6,2,hsk6
留恋,liúliàn,留恋,6,2,hsk6
流浪,liúlàng,流浪,6,2,hsk6
流露,liúlù,流露,6,2,hsk6
留念,liúniàn,留念,6,2,hsk6
隆重,lóngzhòng,隆重,6,2,hsk6
炉灶,lúzào,炉灶,6,2,hsk6
轮廓,lúnkuò,轮廓,6,2,hsk6
麻痹,mábì,麻痹,6,2,hsk6
麻木,mámù,麻木,6,2,hsk6
麻醉,mázuì,麻醉,6,2,hsk6
埋没,máimò,埋没,6,2,hsk6
埋葬,máizàng,埋葬,6,2,hsk6
埋怨,mányuàn,埋怨,6,2,hsk6
忙碌,mánglù,忙碌,6,2,hsk6
盲目,mángmù,盲目,6,2,hsk6
媒介,méijiè,媒介,6,2,hsk6
弥漫,mímàn,弥漫,6,2,hsk6
迷惑,míhuò,迷惑,6,2,hsk6
迷信,míxìn,迷信,6,2,hsk6
描绘,miáohuì,描绘,6,2,hsk6
名次,míngcì,名次,6,2,hsk6
名誉,míngyù,名誉,6,2,hsk6
明智,míngzhì,明智,6,2,hsk6
模范,mófàn,模范,6,2,hsk6
模式,móshì,模式,6,2,hsk6
魔术,móshù,魔术,6,2,hsk6
模样,múyàng,模样,6,2,hsk6
能量,néngliàng,能量,6,2,hsk6
年度,niándù,年度,6,2,hsk6
凝固,nínggù,凝固,6,2,hsk6
凝聚,níngjù,凝聚,6,2,hsk6
凝视,níngshì,凝视,6,2,hsk6
农历,nónglì,农历,6,2,hsk6
浓厚,nónghòu,浓厚,6,2,hsk6
奴隶,núlì,奴隶,6,2,hsk6
排斥,páichì,排斥,6,2,hsk6
排放,páifàng,排放,6,2,hsk6
排练,páiliàn,排练,6,2,hsk6
庞大,pángdà,庞大,6,2,hsk6
培育,péiyù,培育,6,2,hsk6
盆地,péndì,盆地,6,2,hsk6
疲惫,píbèi,疲惫,6,2,hsk6
疲倦,píjuàn,疲倦,6,2,hsk6
贫困,pínkùn,贫困,6,2,hsk6
频率,pínlǜ,频率,6,2,hsk6
平面,píngmiàn,平面,6,2,hsk6
评论,pínglùn,评论,6,2,hsk6
屏幕,píngmù,屏幕,6,2,hsk6
屏障,píngzhàng,屏障,6,2,hsk6
奇妙,qímiào,奇妙,6,2,hsk6
歧视,qíshì,歧视,6,2,hsk6
旗帜,qízhì,旗帜,6,2,hsk6
潜力,qiánlì,潜力,6,2,hsk6
强制,qiángzhì,强制,6,2,hsk6
情报,qíngbào,情报,6,2,hsk6
渠道,qúdào,渠道,6,2,hsk6
群众,qúnzhòng,群众,6,2,hsk6
饶恕,ráoshù,饶恕,6,2,hsk6
人道,réndào,人道,6,2,hsk6
人士,rénshì,人士,6,2,hsk6
人性,rénxìng,人性,6,2,hsk6
人质,rénzhì,人质,6,2,hsk6
仍旧,réngjiù,仍旧,6,2,hsk6
荣幸,róngxìng,荣幸,6,2,hsk6
荣誉,róngyù,荣誉,6,2,hsk6
容貌,róngmào,容貌,6,2,hsk6
容纳,róngnà,容纳,6,2,hsk6
容器,róngqì,容器,6,2,hsk6
融化,rónghuà,融化,6,2,hsk6
融洽,róngqià,融洽,6,2,hsk6
神气,shénqì,神气,6,2,hsk6
神圣,shénshèng,神圣,6,2,hsk6
神态,shéntài,神态,6,2,hsk6
时事,shíshì,时事,6,2,hsk6
实惠,shíhuì,实惠,6,2,hsk6
实力,shílì,实力,6,2,hsk6
实质,shízhì,实质,6,2,hsk6
俗话,súhuà,俗话,6,2,hsk6
随意,suíyì,随意,6,2,hsk6
弹性,tánxìng,弹性,6,2,hsk6
陶醉,táozuì,陶醉,6,2,hsk6
淘汰,táotài,淘汰,6,2,hsk6
提炼,tíliàn,提炼,6,2,hsk6
提示,tíshì,提示,6,2,hsk6
提议,tíyì,提议,6,2,hsk6
田径,tiánjìng,田径,6,2,hsk6
调剂,tiáojì,调剂,6,2,hsk6
调料,tiáoliào,调料,6,2,hsk6
停顿,tíngdùn,停顿,6,2,hsk6
停滞,tíngzhì,停滞,6,2,hsk6
同志,tóngzhì,同志,6,2,hsk6
童话,tónghuà,童话,6,2,hsk6
投票,tóupiào,投票,6,2,hsk6
投诉,tóusù,投诉,6,2,hsk6
投掷,tóuzhì,投掷,6,2,hsk6
图案,túàn,图案,6,2,hsk6
徒弟,túdì,徒弟,6,2,hsk6
途径,tújìng,途径,6,2,hsk6
完备,wánbèi,完备,6,2,hsk6
完毕,wánbì,完毕,6,2,hsk6
玩弄,wánnòng,玩弄,6,2,hsk6
玩意儿,wányìér,玩意儿,6,2,hsk6
顽固,wángù,顽固,6,2,hsk6
违背,wéibèi,违背,6,2,hsk6
维护,wéihù,维护,6,2,hsk6
文物,wénwù,文物,6,2,hsk6
文献,wénxiàn,文献,6,2,hsk6
文艺,wényì,文艺,6,2,hsk6
无赖,wúlài,无赖,6,2,hsk6
媳妇,xífù,媳妇,6,2,hsk6
狭隘,xiáài,狭隘,6,2,hsk6
闲话,xiánhuà,闲话,6,2,hsk6
贤惠,xiánhuì,贤惠,6,2,hsk6
协会,xiéhuì,协会,6,2,hsk6
协议,xiéyì,协议,6,2,hsk6
协助,xiézhù,协助,6,2,hsk6
携带,xiédài,携带,6,2,hsk6
刑事,xíngshì,刑事,6,2,hsk6
行政,xíngzhèng,行政,6,2,hsk6
形态,xíngtài,形态,6,2,hsk6
雄厚,xiónghòu,雄厚,6,2,hsk6
悬念,xuánniàn,悬念,6,2,hsk6
旋律,xuánlǜ,旋律,6,2,hsk6
悬挂,xuánguà,悬挂,6,2,hsk6
学位,xuéwèi,学位,6,2,hsk6
寻觅,xúnmì,寻觅,6,2,hsk6
延续,yánxù,延续,6,2,hsk6
严禁,yánjìn,严禁,6,2,hsk6
严峻,yánjùn,严峻,6,2,hsk6
严厉,yánlì,严厉,6,2,hsk6
严密,yánmì,严密,6,2,hsk6
言论,yánlùn,言论,6,2,hsk6
炎热,yánrè,炎热,6,2,hsk6
遥控,yáokòng,遥控,6,2,hsk6
一度,yídù,一度,6,2,hsk6
一贯,yíguàn,一贯,6,2,hsk6
一向,yíxiàng,一向,6,2,hsk6
仪器,yíqì,仪器,6,2,hsk6
仪式,yíshì,仪式,6,2,hsk6
疑惑,yíhuò,疑惑,6,2,hsk6
迎面,yíngmiàn,迎面,6,2,hsk6
盈利,yínglì,盈利,6,2,hsk6
油腻,yóunì,油腻,6,2,hsk6
愚昧,yúmèi,愚昧,6,2,hsk6
舆论,yúlùn,舆论,6,2,hsk6
元素,yuánsù,元素,6,2,hsk6
原告,yuángào,原告,6,2,hsk6
缘故,yuángù,缘故,6,2,hsk6
杂技,zájì,杂技,6,2,hsk6
责怪,zéguài,责怪,6,2,hsk6
直径,zhíjìng,直径,6,2,hsk6
职位,zhíwèi,职位,6,2,hsk6
职务,zhíwù,职务,6,2,hsk6
卓越,zhuóyuè,卓越,6,2,hsk6
着重,zhuózhòng,着重,6,2,hsk6
裁缝,cáiféng,裁缝,6,2,hsk6
残疾,cánjí,残疾,6,2,hsk6
含糊,hánhú,含糊,6,2,hsk6
和气,héqì,和气,6,2,hsk6
唠叨,láodāo,唠叨,6,2,hsk6
埋伏,máifú,埋伏,6,2,hsk6
棉花,miánhuā,棉花,6,2,hsk6
情形,qíngxíng,情形,6,2,hsk6
拳头,quántou,拳头,6,2,hsk6
舌头,shétou,舌头,6,2,hsk6
亭子,tíngzi,亭子,6,2,hsk6
娃娃,wáwá,娃娃,6,2,hsk6
折磨,zhémó,折磨,6,2,hsk6
侄子,zhízi,侄子,6,2,hsk6
琢磨,zhuómó,琢磨,6,2,hsk6
把关,bǎguān,把关,6,2,hsk6
摆脱,bǎituō,摆脱,6,2,hsk6
本身,běnshēn,本身,6,2,hsk6
贬低,biǎndī,贬低,6,2,hsk6
表彰,biǎozhāng,表彰,6,2,hsk6
补贴,bǔtiē,补贴,6,2,hsk6
捕捉,bǔzhuō,捕捉,6,2,hsk6
敞开,chǎngkāi,敞开,6,2,hsk6
打包,dǎbāo,打包,6,2,hsk6
打击,dǎjī,打击,6,2,hsk6
反思,fǎnsī,反思,6,2,hsk6
反之,fǎnzhī,反之,6,2,hsk6
纺织,fǎngzhī,纺织,6,2,hsk6
抚摸,fǔmō,抚摸,6,2,hsk6
港湾,gǎngwān,港湾,6,2,hsk6
股东,gǔdōng,股东,6,2,hsk6
海滨,hǎibīn,海滨,6,2,hsk6
狠心,hěnxīn,狠心,6,2,hsk6
解剖,jiěpōu,解剖,6,2,hsk6
颈椎,jǐngchuí,颈椎,6,2,hsk6
